LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
OECD,CCI,AMPLITUD,LTRENDIDX,M,2005-12,100.6649,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-01,100.9025,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-02,100.9567,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-03,100.925,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-04,100.8198,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-05,100.6388,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-06,100.5393,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-07,100.5095,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-08,100.5397,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-09,100.6921,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-10,100.9154,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-11,101.04,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2006-12,101.0891,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-01,101.0883,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-02,101.0206,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-03,100.9474,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-04,100.9367,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-05,100.9688,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-06,100.9535,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-07,100.913,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-08,100.755,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-09,100.5445,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-10,100.2836,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-11,99.97946,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2007-12,99.72649,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-01,99.46397,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-02,99.10638,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-03,98.68655,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-04,98.1762,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-05,97.68228,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-06,97.30515,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-07,97.18755,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-08,97.26869,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-09,97.26767,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-10,96.96371,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-11,96.68433,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2008-12,96.51311,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-01,96.424,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-02,96.41466,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-03,96.64324,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-04,97.12495,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-05,97.62383,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-06,98.01936,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-07,98.2794,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-08,98.51568,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-09,98.77187,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-10,98.91152,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-11,98.98368,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2009-12,99.09028,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-01,99.20661,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-02,99.25217,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-03,99.25594,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-04,99.22534,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-05,99.17127,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-06,99.12183,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-07,99.0483,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-08,99.03488,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-09,99.0412,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-10,99.09325,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-11,99.20107,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2010-12,99.26431,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-01,99.25014,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-02,99.14907,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-03,98.89793,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-04,98.73391,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-05,98.71191,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-06,98.61015,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-07,98.32172,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-08,97.9698,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-09,97.81322,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-10,97.82553,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-11,97.97987,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2011-12,98.20216,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-01,98.4551,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-02,98.63925,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-03,98.72403,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-04,98.72065,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-05,98.68072,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-06,98.56815,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-07,98.48537,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-08,98.45848,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-09,98.48784,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-10,98.5506,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-11,98.56302,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2012-12,98.52238,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-01,98.60969,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-02,98.7451,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-03,98.869,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-04,98.98714,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-05,99.15656,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-06,99.30009,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-07,99.40793,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-08,99.42017,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-09,99.36597,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-10,99.30067,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-11,99.34383,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2013-12,99.45517,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.52773,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-02,99.58723,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-03,99.69028,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-04,99.81666,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-05,99.88171,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-06,99.89201,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-07,99.85633,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-08,99.8403,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-09,99.86368,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-10,99.93501,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.0555,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.2551,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.4537,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.5679,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.61,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.6051,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.5418,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.4946,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.3826,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.2947,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.2748,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-10,100.4039,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-11,100.5621,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2015-12,100.6131,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.5227,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.3803,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.2913,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.2907,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.356,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.3517,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.2749,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.2671,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.3123,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-10,100.3582,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-11,100.4376,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2016-12,100.4943,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-01,100.4767,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.4895,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.5833,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.6982,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.7899,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.8338,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-07,100.8842,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-08,100.9635,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-09,101.048,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-10,101.1452,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-11,101.174,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2017-12,101.1653,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.1653,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.1892,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.1984,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.1812,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.1816,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.2054,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.2349,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.1817,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.0923,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-10,100.9744,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.8437,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2018-12,100.7458,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-01,100.7062,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-02,100.7817,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-03,100.8678,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-04,100.8806,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-05,100.8495,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-06,100.7531,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-07,100.6193,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-08,100.4583,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-09,100.434,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-10,100.5056,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-11,100.6522,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2019-12,100.7636,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-01,100.6957,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-02,100.1967,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.0984,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-04,97.90463,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-05,97.49561,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-06,97.66282,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-07,97.92032,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.17178,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.39246,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.46632,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.45558,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2020-12,98.55577,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-01,98.6983,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.02261,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.52654,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-04,99.94442,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-05,100.213,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-06,100.3471,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-07,100.223,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-08,99.96818,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-09,99.80173,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-10,99.63028,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-11,99.42422,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2021-12,99.24213,
OECD,CCI,AMPLITUD,LTRENDIDX,M,2022-01,99.05858,
USA,CCI,AMPLITUD,LTRENDIDX,M,1973-12,97.51501,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-01,97.22338,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-02,97.32637,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-03,97.62268,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-04,97.83875,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-05,97.77357,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-06,97.52392,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-07,97.21961,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-08,96.94339,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-09,96.70535,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-10,96.50927,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-11,96.38078,
USA,CCI,AMPLITUD,LTRENDIDX,M,1974-12,96.35349,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-01,96.51617,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-02,96.95857,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-03,97.52742,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-04,98.0351,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-05,98.3419,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-06,98.49945,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-07,98.56818,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-08,98.58396,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-09,98.61359,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-10,98.73473,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-11,99.00205,
USA,CCI,AMPLITUD,LTRENDIDX,M,1975-12,99.32171,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-01,99.56963,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-02,99.65733,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-03,99.66959,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-04,99.72097,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-05,99.88794,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-06,100.1018,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-07,100.2557,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-08,100.2654,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-09,100.1889,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-10,100.1015,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-11,100.0566,
USA,CCI,AMPLITUD,LTRENDIDX,M,1976-12,100.0574,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-01,100.106,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-02,100.2071,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-03,100.3235,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-04,100.4078,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-05,100.4188,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-06,100.3698,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-07,100.2667,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-08,100.1051,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-09,99.92242,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-10,99.76207,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-11,99.65927,
USA,CCI,AMPLITUD,LTRENDIDX,M,1977-12,99.60435,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-01,99.56834,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-02,99.48093,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-03,99.3306,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-04,99.32922,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-05,99.35559,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-06,99.31656,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-07,99.2878,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-08,99.18014,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-09,99.07669,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-10,98.82655,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-11,98.4052,
USA,CCI,AMPLITUD,LTRENDIDX,M,1978-12,98.02339,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-01,97.99577,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-02,97.97907,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-03,97.77074,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-04,97.55695,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-05,97.41413,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-06,97.21439,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-07,97.03813,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-08,97.07827,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-09,97.12253,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-10,97.04018,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-11,97.0205,
USA,CCI,AMPLITUD,LTRENDIDX,M,1979-12,97.06403,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-01,97.15643,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-02,96.92933,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-03,96.33908,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-04,95.88094,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-05,95.84285,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-06,96.27521,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-07,96.90053,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-08,97.58057,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-09,98.15366,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-10,98.39725,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-11,98.27722,
USA,CCI,AMPLITUD,LTRENDIDX,M,1980-12,97.87135,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-01,97.70781,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-02,97.60329,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-03,97.71318,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-04,98.05782,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-05,98.36124,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-06,98.46469,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-07,98.52436,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-08,98.4968,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-09,98.20769,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-10,97.77776,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-11,97.38509,
USA,CCI,AMPLITUD,LTRENDIDX,M,1981-12,97.33517,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-01,97.45121,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-02,97.35541,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-03,97.21385,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-04,97.25408,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-05,97.32835,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-06,97.32313,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-07,97.34193,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-08,97.47919,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-09,97.76284,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-10,98.01716,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-11,98.08025,
USA,CCI,AMPLITUD,LTRENDIDX,M,1982-12,98.07658,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-01,98.18689,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-02,98.62611,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-03,99.34029,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-04,100.1072,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-05,100.6187,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-06,100.7808,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-07,100.7415,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-08,100.5875,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-09,100.4608,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-10,100.4682,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-11,100.6795,
USA,CCI,AMPLITUD,LTRENDIDX,M,1983-12,101.0433,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-01,101.4067,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-02,101.5504,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-03,101.5828,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-04,101.4496,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-05,101.3643,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-06,101.3114,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-07,101.3888,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-08,101.5266,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-09,101.5513,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-10,101.3686,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-11,101.1708,
USA,CCI,AMPLITUD,LTRENDIDX,M,1984-12,101.0278,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-01,101.0079,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-02,100.9612,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-03,100.9379,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-04,100.939,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-05,100.9401,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-06,101.0057,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-07,100.9282,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-08,100.7665,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-09,100.6023,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-10,100.4956,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-11,100.6111,
USA,CCI,AMPLITUD,LTRENDIDX,M,1985-12,100.8488,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-01,101.0504,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-02,101.1464,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-03,101.1737,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-04,101.2176,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-05,101.2819,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-06,101.3866,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-07,101.3232,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-08,101.1286,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-09,100.9428,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-10,100.8436,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-11,100.6471,
USA,CCI,AMPLITUD,LTRENDIDX,M,1986-12,100.4821,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-01,100.4472,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-02,100.4799,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-03,100.5589,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-04,100.6453,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-05,100.6809,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-06,100.7592,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-07,100.8704,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-08,100.8755,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-09,100.6771,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-10,100.3049,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-11,100.0105,
USA,CCI,AMPLITUD,LTRENDIDX,M,1987-12,100.0878,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-01,100.3699,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-02,100.628,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-03,100.8029,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-04,100.8498,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-05,100.9492,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-06,101.0224,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-07,101.0954,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-08,101.2123,
USA,CCI,AMPLITUD,LTRENDIDX,M,1988-09,101.1958,
